,Update/q_loss1,Update/q_loss2,Update/policy_loss,Update/td_error1,Update/td_error2,step
0,10.746098756790161,12.214024901390076,-0.7670295834541321,-0.10332228243350983,0.023032724857330322,2560
1,9.790708780288696,10.833762168884277,-1.0201420783996582,-2.6461766362190247,-2.829414427280426,2560
2,8.287145018577576,9.170629501342773,-1.3034460544586182,-2.0928269624710083,-2.4060911536216736,2560
3,4.523819804191589,4.766902267932892,-1.8720698356628418,-0.4488782659173012,-0.7771411091089249,2560
4,4.386328935623169,4.9045140743255615,-1.909322738647461,0.29144064616411924,0.5218429714441299,2624
5,3.1237375140190125,3.1315056681632996,-1.675312876701355,-0.7532457336783409,-0.5915444679558277,2624
6,3.2959704399108887,3.478165328502655,-1.7566152811050415,-0.7694738060235977,-1.0030371248722076,2624
7,2.646523416042328,2.9507939219474792,-2.01377534866333,0.13422176823951304,-0.2351749762892723,2624
8,2.191955864429474,2.6354275345802307,-1.9704575538635254,-0.026539780665189028,0.15185422077775002,2688
9,1.8806735277175903,2.0197819471359253,-1.9476006031036377,-0.3930962458252907,-0.24017005413770676,2688
10,1.8501818776130676,2.1002431511878967,-2.0181448459625244,-0.0016169892624020576,-0.2807437367737293,2688
11,1.4330405592918396,1.6170152127742767,-2.078892469406128,0.11607711622491479,0.044610247015953064,2688
12,1.4411506950855255,1.5606375932693481,-2.0685982704162598,-0.145057188346982,0.059833941981196404,2752
13,1.4750000536441803,1.587100774049759,-2.10939884185791,-8.709961548447609e-05,-0.2170879803597927,2752
14,1.2573176622390747,1.3328967988491058,-2.1270196437835693,0.051218997687101364,0.16512718820013106,2752
15,1.3255400657653809,1.357145518064499,-2.1226768493652344,0.0670259166508913,-0.04992674570530653,2752
16,1.335190773010254,1.3244092762470245,-2.121198892593384,-0.1160814044997096,0.042835654923692346,2816
17,1.2070868909358978,1.2076573967933655,-2.1420462131500244,0.05953640001825988,-0.016506818821653724,2816
18,1.1390839517116547,1.136338710784912,-2.158005475997925,-0.06545548280701041,-0.03721979819238186,2816
19,1.2494523525238037,1.2628543674945831,-2.163264513015747,0.004933781921863556,0.028758579399436712,2816
20,1.206779569387436,1.1999017000198364,-2.173858165740967,0.033036223612725735,-0.0011487128213047981,2880
21,1.1572578251361847,1.170840859413147,-2.235668659210205,-0.005223115440458059,-0.0008202288299798965,2880
22,1.1973503232002258,1.1948221325874329,-2.145009994506836,-0.09084846079349518,-0.05341050587594509,2880
23,1.2256917655467987,1.1993313133716583,-2.159677028656006,0.06940092518925667,0.04568696953356266,2880
24,1.2835545241832733,1.269718497991562,-2.228898286819458,-0.011744853109121323,-0.013996388297528028,2944
25,1.14070263504982,1.1515942513942719,-2.1925241947174072,0.0052224621176719666,0.025082641281187534,2944
26,1.23234024643898,1.2360318899154663,-2.2011513710021973,-0.03112976625561714,-0.04121073428541422,2944
27,1.0648050904273987,1.08263698220253,-2.1884145736694336,0.07220118120312691,0.07265621423721313,2944
28,1.2856036126613617,1.3012112081050873,-2.254533290863037,0.01447206363081932,-0.0010223605204373598,3008
29,1.1672126352787018,1.1739270687103271,-2.1927852630615234,-0.01833223272114992,-0.006065841997042298,3008
30,1.1127564907073975,1.144734412431717,-2.253110647201538,-0.029228073777630925,-0.023309568874537945,3008
31,1.112415760755539,1.126397579908371,-2.238391876220703,0.08587692584842443,0.07408417202532291,3008
32,1.1679525673389435,1.1940253376960754,-2.2738800048828125,-0.03816838329657912,-0.057540650479495525,3072
33,1.2394213676452637,1.2443747520446777,-2.2217347621917725,-0.018757193349301815,-0.017868127208203077,3072
34,1.0777103900909424,1.115126132965088,-2.2210230827331543,0.020859569311141968,0.04308906011283398,3072
35,1.1480383574962616,1.1719406247138977,-2.3064053058624268,0.02096973266452551,0.014359463937580585,3072
36,1.1238594949245453,1.1562190055847168,-2.264256477355957,-0.025689601665362716,-0.04456848045811057,3136
37,1.0683125704526901,1.1058114916086197,-2.263812303543091,0.03452162258327007,0.04192027077078819,3136
38,1.1067473888397217,1.1450118720531464,-2.296825885772705,0.01734971918631345,0.03510241210460663,3136
39,1.073429435491562,1.08956977725029,-2.3388724327087402,0.05195036390796304,0.02167013520374894,3136
40,1.0677253603935242,1.1004344075918198,-2.291584014892578,0.013413349282927811,0.011869286419823766,3200
41,1.0385858416557312,1.0884392857551575,-2.302173137664795,0.013753985054790974,-0.0020107822492718697,3200
42,1.0336166024208069,1.0763160586357117,-2.3124632835388184,0.0036672938149422407,0.008778502698987722,3200
43,1.0398087799549103,1.1062778532505035,-2.3099637031555176,0.016379055101424456,0.039023373392410576,3200
44,1.0758810341358185,1.1312020123004913,-2.346299171447754,0.027246080338954926,0.003978151828050613,3264
45,1.0409488081932068,1.1211933642625809,-2.3903400897979736,-0.036262676352635026,-0.08972529321908951,3264
46,1.034051775932312,1.0990086197853088,-2.3484244346618652,0.01554836006835103,-0.009048340376466513,3264
47,1.0959967374801636,1.1220244318246841,-2.3062124252319336,0.025576374493539333,0.06793155940249562,3264
48,1.0163305401802063,1.105580985546112,-2.3742010593414307,-0.058703373186290264,0.011458637192845345,3328
49,1.0219866782426834,1.1157472729682922,-2.313746213912964,0.03831201791763306,0.06420779600739479,3328
50,0.9796402901411057,1.0620708465576172,-2.3795878887176514,0.035883035976439714,-0.028265073895454407,3328
51,0.9839221090078354,1.0437192618846893,-2.3150575160980225,-0.017491159960627556,-0.040071723982691765,3328
52,1.1304223835468292,1.164174109697342,-2.2943155765533447,-0.03160808049142361,-0.024614817462861538,3392
53,1.0631035417318344,1.13064444065094,-2.318434715270996,0.02587653324007988,0.056272081565111876,3392
54,1.1005470156669617,1.1859077215194702,-2.365487813949585,0.007197976112365723,-0.005144378170371056,3392
55,0.9906929135322571,1.0546374022960663,-2.3960652351379395,-0.0530175119638443,-0.0601358599960804,3392
56,0.9337686896324158,1.0001204907894135,-2.4155774116516113,-0.005881071090698242,0.006334375590085983,3456
57,0.9055652022361755,0.974394366145134,-2.3816585540771484,0.006515022367238998,0.07089688524138182,3456
58,0.8828190714120865,0.9916438311338425,-2.397191047668457,0.014119055354967713,0.044294665567576885,3456
59,1.0418192148208618,1.1518593281507492,-2.298790693283081,-0.034004949033260345,-0.019982709549367428,3456
60,0.9581103175878525,1.0760397911071777,-2.328951358795166,0.008806874975562096,0.03633587481454015,3520
61,1.1287672221660614,1.1832290887832642,-2.3075320720672607,-0.045192038640379906,-0.05516328755766153,3520
62,0.7934619039297104,0.815746009349823,-2.4705660343170166,0.08386232703924179,0.08827843330800533,3520
63,1.0970381051301956,1.2167200446128845,-2.421499490737915,-0.14513370022177696,-0.1270548328757286,3520
64,0.8660437017679214,0.9760056287050247,-2.4273927211761475,-0.0004294775426387787,0.009626382030546665,3584
65,1.0865963101387024,1.1581168472766876,-2.3423449993133545,-0.033278921619057655,0.005835019052028656,3584
66,0.916535273194313,1.0114642679691315,-2.3622512817382812,0.0012983232736587524,0.006632823497056961,3584
67,0.9774341434240341,1.0945907533168793,-2.360538959503174,0.02222202531993389,0.048470668494701385,3584
68,1.0265626907348633,1.104285255074501,-2.3442256450653076,0.026575637981295586,0.04521052725613117,3648
69,0.8736036568880081,0.9634343385696411,-2.4196128845214844,0.03240957879461348,0.0212230384349823,3648
70,0.9065090715885162,1.0296308994293213,-2.4514243602752686,0.010352753102779388,0.017307603731751442,3648
71,0.9449458569288254,1.0150848776102066,-2.4767420291900635,-0.05341060971841216,-0.01987991202622652,3648
72,0.7943667620420456,0.9010860174894333,-2.482450485229492,-0.004405926447361708,-0.012869215104728937,3712
73,0.8699392825365067,1.00263050198555,-2.4667367935180664,-0.01388430071529001,0.007111966842785478,3712
74,0.9794958233833313,1.0919341892004013,-2.445364475250244,-0.018839845433831215,0.0016117070335894823,3712
75,0.8194898813962936,0.9186576902866364,-2.5008676052093506,0.0037343893200159073,0.0266068154014647,3712
76,0.8223914355039597,0.9633667021989822,-2.5158169269561768,-0.0021882588043808937,0.006225787103176117,3776
77,0.9458260834217072,1.0588963627815247,-2.5647425651550293,-0.03835558705031872,0.0006691478192806244,3776
78,0.869124710559845,0.9702500402927399,-2.4724533557891846,-0.047609880566596985,-0.005128087475895882,3776
79,0.9494173228740692,1.067934513092041,-2.5045838356018066,-0.019468093756586313,-0.026613634079694748,3776
80,0.8110707253217697,0.954759806394577,-2.500387191772461,-0.030425244942307472,-0.0746347364038229,3840
81,0.9346628785133362,1.0373074114322662,-2.4426419734954834,-0.011387753300368786,-0.007808913942426443,3840
82,0.8100143373012543,0.9246179163455963,-2.5274391174316406,-0.025783345568925142,-0.0014298614114522934,3840
83,0.8083299845457077,0.8968605399131775,-2.44490385055542,-0.03270487627014518,-0.01095513254404068,3840
84,0.7946563363075256,0.8835722804069519,-2.4770679473876953,0.04224092699587345,0.06662747962400317,3904
85,0.7953493446111679,0.9049788564443588,-2.5403318405151367,0.016241432167589664,-0.0016809324733912945,3904
86,0.7991354614496231,0.8579782694578171,-2.5664656162261963,0.001301383599638939,0.017659447970800102,3904
87,0.8126928508281708,0.9430485665798187,-2.4786102771759033,-0.07482069544494152,-0.07088309223763645,3904
88,0.7498182356357574,0.8670883923768997,-2.518813371658325,0.01290155784226954,0.023538975045084953,3968
89,0.7812119573354721,0.88205286860466,-2.478956460952759,0.013289515394717455,-0.005751758813858032,3968
90,0.761261984705925,0.8954101055860519,-2.5047342777252197,-0.0025389944203197956,0.017792964354157448,3968
91,0.8428446799516678,0.9190053939819336,-2.5365335941314697,-0.07533760042861104,-0.05929982475936413,3968
92,0.8805165886878967,0.9586435854434967,-2.486813545227051,0.028204912319779396,0.04505534702911973,4032
93,0.735918253660202,0.8564681559801102,-2.5598883628845215,0.07188591081649065,0.05834433529525995,4032
94,0.8937399834394455,0.9581163227558136,-2.601382255554199,-0.047336050774902105,-0.033928737975656986,4032
95,0.7565155327320099,0.8331699520349503,-2.5788440704345703,0.02658163197338581,0.03548014396801591,4032
96,0.7966579794883728,0.8523339182138443,-2.637324333190918,-0.06709443125873804,-0.05364020634442568,4096
97,0.8061269223690033,0.8856470882892609,-2.608088731765747,0.03583698160946369,0.02682477794587612,4096
98,0.7838815301656723,0.8858201801776886,-2.61018705368042,-0.08528062608093023,-0.08290738798677921,4096
99,0.7144811600446701,0.8100471943616867,-2.631357192993164,0.05178399570286274,0.05230117519386113,4096
100,1.0853943526744843,1.1392176449298859,-2.680532217025757,-0.10030808113515377,-0.09794057160615921,4160
101,0.7844272553920746,0.8694192320108414,-2.664055824279785,-0.019317402504384518,0.004513321444392204,4160
102,0.9436769932508469,1.046636626124382,-2.6640465259552,-0.015330842696130276,-0.012928175739943981,4160
103,0.749077171087265,0.8149760216474533,-2.6576590538024902,0.03985694679431617,0.048434806521981955,4160
104,0.8729248940944672,0.9769159704446793,-2.7004427909851074,-0.023555418476462364,-0.03027847409248352,4224
105,0.7199194729328156,0.7548856437206268,-2.647693157196045,0.010027340147644281,-0.004288250580430031,4224
106,0.8204052597284317,0.8861720860004425,-2.687589645385742,-0.007980724796652794,-0.012352348305284977,4224
107,0.8499899357557297,0.9759325832128525,-2.7221078872680664,-0.06371940299868584,-0.0607480825856328,4224
108,0.6891648769378662,0.8432518988847733,-2.698955535888672,0.03511643782258034,0.016905436292290688,4288
109,0.8549851477146149,0.9915815442800522,-2.686689615249634,-0.05893465783447027,-0.07389716990292072,4288
110,0.8059961348772049,0.9478783458471298,-2.655728578567505,-0.026033954229205847,-0.05555401369929314,4288
111,0.8342524021863937,0.8723776340484619,-2.611166000366211,-0.0008413819596171379,0.018148113042116165,4288
112,0.6789635866880417,0.7301393300294876,-2.6591484546661377,-0.030181045876815915,0.0022645331919193268,4352
113,0.7729604095220566,0.8460004776716232,-2.6868820190429688,-0.016998279839754105,-0.0381763621699065,4352
114,0.6360252797603607,0.7730984091758728,-2.730539560317993,0.007230152375996113,0.03238585777580738,4352
115,0.751553863286972,0.8546406179666519,-2.6791656017303467,-0.029147252440452576,-0.0372425417881459,4352
116,0.6896884888410568,0.7452582716941833,-2.7690577507019043,0.052307967096567154,0.06456779106520116,4416
117,0.8057973086833954,0.9429634660482407,-2.8234851360321045,-0.036865280009806156,-0.07026970759034157,4416
118,0.6269915401935577,0.7792098969221115,-2.8063526153564453,0.017645095475018024,0.011100593954324722,4416
119,0.7828544974327087,0.9337005466222763,-2.8414831161499023,-0.008394302800297737,-0.01131627056747675,4416
120,0.6873077601194382,0.8721978664398193,-2.826155662536621,-0.04718572972342372,-0.06286614295095205,4480
121,0.7883423864841461,0.9224140048027039,-2.7888998985290527,-0.06885189819149673,-0.08628355339169502,4480
122,0.7064387947320938,0.8358711153268814,-2.8051791191101074,0.015085737220942974,0.005724264308810234,4480
123,0.7971805930137634,0.9201415330171585,-2.7672128677368164,-0.06706129480153322,-0.0716247670352459,4480
124,0.8054834604263306,0.912888914346695,-2.792703866958618,0.01228424534201622,-0.00982619111891836,4544
125,0.8456565290689468,0.8989147841930389,-2.8210883140563965,-0.05477854423224926,-0.03350099828094244,4544
126,0.8756344616413116,0.8474628180265427,-2.8497190475463867,-0.0036124028265476227,-0.012683372013270855,4544
127,0.8192362934350967,0.7995262145996094,-2.770874500274658,-0.08167567290365696,-0.048652094788849354,4544
128,0.7496305853128433,0.7730395346879959,-2.8111379146575928,-0.031104497611522675,-0.014978338032960892,4608
129,0.8169005215167999,0.8715047389268875,-2.689892292022705,0.01625005155801773,0.0221791323274374,4608
130,0.7957269549369812,0.8634674549102783,-2.8292312622070312,-0.00894107948988676,0.03127594664692879,4608
131,0.8687447756528854,0.9172687828540802,-2.8563756942749023,0.02228141133673489,0.024143110029399395,4608
132,0.7733285427093506,0.8235117346048355,-2.8704609870910645,0.019284487701952457,0.0014908583834767342,4672
133,0.844969168305397,0.8667034208774567,-2.902381420135498,0.026093801017850637,0.015881000086665154,4672
134,0.6838578134775162,0.7329337745904922,-2.9557974338531494,0.011573807336390018,-0.0010010548867285252,4672
135,0.7412144690752029,0.7937676459550858,-2.9525365829467773,-0.0271955959033221,-0.03363513853400946,4672
